Contexte gauche,Chaîne,Transcription,Contexte droit
at it with rapture. ,“,`,"At length,'' he excl"
"rapture. `At length,",”,',' he exclaimed aloud
' he exclaimed aloud,—“,-',"` at length, the gre"
 With the birth of t,h,l,e centary now expiri
he birth of tle cent,u,a,ry now expiring I fi
the mercurial stones,—,-,preparetd according 
the Ruabbi Ben Lucca,—,",","-namely, by the sepa"
xing of the @olatile,—,;, this elixir shall r
riarch ever enjoyed.,”,',' Whils thns speakin
ever enjoyed.'' Whil,e,s," thns speaking, he h"
 enjoyed.'' Whils th,u,n,"s speaking, he held "
n. @To live for e@er,!”,1',"' he cried, after a "
"cried, after a pause",—“,-`,` to escape the jaws
pening to de@our me ,!—,1-,to he free from all 
g to de@our me 1-to ,b,h,e free from all aeci
o he free from all a,c,e,cidents 1-'tis a glo
 from all aecidents ,!—’,1-',tis a glorious 14 AI
us 14 AIIOL. thought,!,1," Ia1 I bethink me, t"
 14 AIIOL. thought1 ,H,I,"a1 I bethink me, the"
4 AIIOL. thought1 Ia,!,1," I bethink me, the r"
ne peril against whi,c,e,h the elixir could n
r could not guard me,—,-,@one vulnerable poin
death might reach me,!,1, What is i 1-where c
 reach me1 What is i,t!—, 1-,where can it lie7'' 
i 1-where can it lie,?”,7',' And he relapsed in
 into deep thought. ,“,I,This uncertainty wil
"on all my happiness,",”,',' he continued; ` I 
"ss,'' he continued; ",“,`, I shall li@e in con
an invisible enemy. ,B,D,ut no matterl Perpet
enemy. Dut no matter,!,l, Perpetunl lifo l-pe
t no matterl Perpetu,a,n,l lifo l-perpetual y
atterl Perpetunl lif,e,o, l-perpetual youth 1
terl Perpetunl lifo ,!—,l-,perpetual youth 1-wh
o l-perpetual youth ,!—,1-,what more ueed be de
l youth 1-what more ,n,u,eed be desiroed 7'' 
re ueed be desiroed ,?”,7',"' @Wwhat more, indee"
"@Wwhat more, indeed ",!”,1',' cried Auriol. @Ha1
'' cried Auriol. @Ha,!”,1',' cxelaimed the doct
ried Auriol. @Ha1'' ,e,c,"xelaimed the doctor,"
ed Auriol. @Ha1'' cx,c,e,"laimed the doctor, s"
"an, and concealing t",h,l,e phial beneath his 
l beneath his go@n. ,“,e, Yonr caution is vni
neath his go@n. e Yo,u,n,"r caution is vnin, d"
 e Yonr caution is v,a,n,"in, doctor,'' snid A"
"ion is vnin, doctor,",”,',' snid Auriol. @I ha
"is vnin, doctor,'' s",a,n,id Auriol. @I have h
ol. @I have heard wh,a,n,t you havo uttered. 
e heard whnt you hav,e,o, uttered. You faney 
avo uttered. You fan,c,e,y you lave discovere
ered. You faney you ,h,l,ave discovered the o
lave discovered the ,e,o,lixir vit@@.'' e Fan
ed the olixir vit@@.,”,',' e Fancy I have dis
the olixir vit@@.'' ,“,e, Fancy I have discor
e Fancy I have disco,v,r,ered it1' eried Doet
I have discorered it,!”,1', eried Doetor Lamb. 
ave discorered it1' ,c,e,ried Doetor Lamb. @T
orered it1' eried Do,c,e,tor Lamb. @The matte
 the possessor of th,e,c," wondrons secret, wh"
sessor of thc wondro,u,n,"s secret, which the "
which the greatest p,h,l,ilosophers of all ag
 of all ages ha@e so,u,n,ght to discover--the
e songht to discover,—,-,-the miraculous pres
e miraculous preser@,a,u,tive of tho boly aga
s preser@utive of th,e,o, boly against deeay.
eser@utive of tho bo,d,l,y against deeay.'' @
 tho boly against de,c,e,ay.'' @The man who b
 boly against deeay.,”,',' @The man who broug
me hither told me yo,u,n," were my kiusman,'' "
ld me yon were my ki,n,u,"sman,'' said Auriol."
"yon were my kiusman,",”,',' said Auriol. @Is i
d Auriol. @Is it so ,?”,t',"' @It is,'' re@lied "
"Is it so t'' @It is,",”,',' re@lied the doctor
"re@lied the doctor, ",“,',` and you shall now 
now learn the co@ne@,t,x,ion that subsists be
" that ghastly relic,",”,',"' he added, pointing"
truding from the bag,:,","," "" that was onco my "
"uding from the bag, ",“,"""", that was onco my so
" bag, "" that was onc",e,o, my son fSimon. His 
 son fSimon. His son,’,',s hend is within the
fSimon. His son's he,a,n,d is within the sack
d is within the sack,—,-,yonr futher's head-s
s within the sack-yo,u,n,r futher's head-so t
thin the sack-yonr f,a,u,ther's head-so that 
the sack-yonr futher,’,',s head-so that four 
k-yonr futher's head,—,-,so that four genemat
ad-so that four gene,r,m,ations are brought t
re brought together.,”,',' @Gracious Heaven''
.'' @Gracious Heaven,!”,'', exclaimed the yonng
n'' exclaimed the yo,u,n,"ng man, raising DR. "
 himself on his elbo,w,n,". @Yon, then, are my"
lf on his elbon. @Yo,u,n,", then, are my great"
reat-grandsire. My f,a,u,ther supposed you ha
 to avoid the stake.,”,',' e It is true that 
 avoid the stake.'' ,“,e, It is true that I f
"e I bear at present,",”,',' replied the old mn
'' replied the old m,a,n,"n, ``bnt I need scar"
"eplied the old mnn, ",“,`,`bnt I need scarcely
"ied the old mnn, ``b",u,n,t I need scarcely sa
carcely sasy that th,e,o, charge brought agai
 was false. I ha@e d,e,o,voted myself to abst
o abstrusest science,",",;, ha@e held commune w
held commune with th,e,o, stars; and have wre
mmune with tho stars,",",;, and have wrested th
d the most hidden se,c,e,rets from Nature-but
 seerets from Nature,—,-,but that is all. T@o
have stained my soul,;,","," but both, I trust, "
iated by repentance.,”,',' @Were they deeds o
 they deeds of @lood,?”,t',' asked Auriol. @One
"Auriol. @One was so,",”,',"' replied Darey, wit"
"as so,'' replied Dar",c,e,"y, with a shudder. '"
"ey, with a shudder. ",“,',It was a cowardly an
as a cowardly and tr,e,c,"acherous deed, aggra"
the basest ingratitu,d,l,"e. Listen, nnd yon s"
"ngratitule. Listen, ",a,n,nd yon shall hear lo
"tule. Listen, nnd yo",u,n, shall hear low it c
 nnd yon shall hear ,h,l,ow it chuanced. A Ro
"abbi, named Ben Lucc",a,n,", skilled in Hermeti"
"n Luccn, skilled in ",h,H,"ermetic science, cam"
lf as his disciple. ,F,R,"or montls, I remaine"
s disciple. Ror mont,h,l,"s, I remained with h"
im in his laboratory,—,-,working at the furn@
working at the furn@,c,e,"e, aud poring over m"
"ng at the furn@ee, a",n,u,d poring over mystic
" One night, he showe",d,l," me that @olume, and"
"hat @olume, and, poi",n,u,ting to a page withi
cting the elixir of ,l,I,ife. I will now expl
I will now explain t,h,l,"em to yon, and after"
w explain tlem to yo,u,n,", and afterwards we "
ed to the operation.,’,'," Witl this, he unfol"
 the operation.' Wit,h,l," this, he unfolded t"
"ve, that the menstru",u,n,m was defective on o
"int. Wherefore, he s",a,u,"id, `there will ,sti"
"Wherefore, he suid, ",‘,`,"there will ,still be"
 from some hidden ca,u,n,"se.' Oh, with wlat g"
m some hidden canse.,’,'," Oh, with wlat greed"
"n canse.' Oh, with w",h,l,at greediness I dran
I drank in his words,!,1, How lI gazed 16 AUR
 AURIO. at the mysti,c,o," characters, as he e"
isions floated befor,e,o, me of perpetnal yon
 beforo me of perpet,u,n,al yontl and ene joy
o me of perpetnal yo,u,n,tl and ene joymcnt. 
me of perpetnal yont,h,l, and ene joymcnt. At
l yontl and ene joym,e,c,nt. At that moment a
"hispered in my ear, ",‘,-,- This secret must b
hine own. No one els,e,o, must possess it.@@ 
t possess it.@@ @HIa,!”,1',"' exclaimed Auriol, "
"@ed than acted upon,",”,',' pursued Darey. ` I
" upon,'' pursued Dar",c,e,y. ` Instantly drawi
"n,'' pursued Darey. ",“,`, Instantly drawing m
nged it to the rabbi,’,',s @cart. Dut mark vh
 it to the rabbi's @,e,c,art. Dut mark vhat f
 the rabbi's @cart. ,B,D,ut mark vhat followe
i's @cart. Dut mark ,w,v,hat followed. IIis b
mark vhat followed. ,H,I,Iis blood fell upon 
"he book, and obliter",a,n,ted tho characters; 
", and obliternted th",e,o, characters; nor cou
ition of the elixir.,”,',' @When did you rega
u regain the secret ,?”,2',"' asked Auriol, cnri"
" 2'' asked Auriol, c",u,n,"riously. @To-night,'"
"nriously. @To-night,",”,',' replied Darcy-`` w
"ght,'' replied Darcy",—“,-`,` within this hour. 
hat fatal night I ha,ve,so, been making fruitlc
o been making fruitl,e,c,ss experiments. A fi
ght. I have proceede,d,l," by calcitration, so"
"lution, putrefaction",—,-,ha@e produced the oi
whiech will fix crud,e,o," mucrcuiry, and conv"
ech will fix crudo m,e,u,"crcuiry, and convert"
nd luna; but I have ,e,o,ver failed in fermen
 fermenting the ston,e,o, into the truo elixi
e stono into the tru,e,o," elixir. @1-night, i"
o the truo elixir. @,o,1,"-night, it came into"
", it came into my he",a,n,d to wash the @lood-
 the @lood-stained @,age,y:c, coutaining the secr
lood-stained @y:c co,n,u,taining the secret w
 liquid. I did so; @,nd,ul, loubting thc effica
quid. I did so; @ul ,d,l,oubting thc efficacy
 so; @ul loubting th,e,c, efficacy of the exp
"eft it to work, @hil",e,o, I went forth to bre
ndow. My eyes were c,a,n,"st upwnrds, and I ws"
y eyes were cnst upw,a,n,"rds, and I wss struc"
"nst upwnrds, and I w",a,s,s struck with the ma
cile this with the g,o,e,od fortune which has
"allen me, I know not",—,-,bnt so it was. At th
"len me, I know not-b",u,n,t so it was. At this
tekeeper to bring yo,u,n," hither, I returmaed"
" yon hither, I retur",n,m,aed to my old labora
wards the mystic vol,u,a,"me, what was my surp"
age free from blood ,!”,1', Auriol uttered a sl
 superstitious awe. ,“,I,The sight was so sur
"ng, that I dropped t",h,l,e sack I @ad brought
"@ad brought with me,",”,',' pursued Darey. @Fe
"th me,'' pursued Dar",c,e,y. @Fearful of again
"secret, I nerved mys",e,o,"lf to the task, and "
 dismissed my attend,a,u,nt with brief injunc
I hold in my hand th,e,o, treasure I have so 
 have so long sought,—,-,so eagerly coveted. 
eagerly coveted. ITh,e,o, whole world'a wealt
ed. ITho whole world,’s,'a, wealth shonld not p
e world'a wealth sho,u,n,ld not purchase it f
purchase it from me.,”,',' Auriol gazed earne
ut he said nothing. ,“,t, In a few moments I 
shall be as full of ,v,r,igour and aetivity a
full of rigour and a,c,e,"tivity as yourself,'"
"etivity as yourself,",”,',' continued Darey. s
"elf,'' continued Dar",c,e,y. s We shall be no 
'' continued Darey. ,“,s, We shall be no long
"endant, but friends ",—,-,"-companions-equals,-"
friends --companions,—,-,"equals,-equals in ag"
"--companions-equals,",—,-,"equals in age, stren"
"ity, beauty, fortune",—,-,for youth is fortnne
ne-for youth is fort,u,n,ne-hal ha1 Methinks 
for youth is fortnne,—,-,hal ha1 Methinks I a
 youth is fortnne-ha,!,l, ha1 Methinks I am a
th is fortnne-hal ha,!,1, Methinks I am alrea
inks I am already yo,u,n,ng sgain l'' @Yon sp
 I am already yonng ,a,s,gain l'' @Yon spoke 
already yonng sgain ,!”,l',' @Yon spoke of two 
 yonng sgain l'' @Yo,u,n, spoke of two crimes
crimes with which yo,u,n,r ceonscicnee was bu
h which yonr ceonsci,e,c,"nee was burdened,'' "
which yonr ceonscicn,c,e,"e was burdened,'' re"
"cicnee was burdened,",”,',' remarked Auriol. @
 mentioned ]but one.,”,',' @The other was not
o foul as that I hav,e,o," described,'' ]repli"
"at I havo described,",”,',"' ]replied Darcy, in"
"in an altered tone, ",“,`,` inasmuch as it wss
 `` inasmuch as it w,a,s,"s unintentional, and"
"unintentional, and o",cc,ee,asioned by no base m
sion ARIOL. ately wa,s,e," I enamonred of her,"
L. ately wae I enamo,u,n,"red of her, that I t"
 fed her upon the fl,e,o,"sh of capons, nouris"
shed with vipers; ca,u,n,sed her to steep her
s distilled from ros,e,c,s and violets; and h
s and violets; and h,a,n,d recourse to the mo
the most potent cosm,e,c,ties. At last I prep
 most potent cosmcti,c,e,s. At last I prepare
s. At last I prepare,d,l, a draught from pois
draught from poisons,—,-,"yes, poisons@-the ef"
"oisons-yes, poisons@",—,-,the effect of which@
eholding the fair im,a,s,ge of my idolatry de
y idolatry destroyed,—,-,dofaeed by my hand. 
idolatry destroyed-d,e,o,faeed by my hand. In
latry destroyed-dofa,c,e,ed by my hand. In my
. In my frenzy I sho,u,n,ld have laid violent
 laid violent hands ,u,n,"pon myself, if I had"
 again rule my heart,—,-,beauty may again daz
ut I shall never mor,e,o, feel the passion I 
ed for my lost @mice,—,-,ne@er more behold ch
ld charms equal to h,e,c,rs'' And he pressed 
charms equal to hcrs,.”,'', And he pressed his 
u then committed sho,u,n,ld ser@e as a warnin
" ser@e as a warning,",”,',' said Auriol. ee Wh
"ing,'' said Auriol. ",“,e,e What if it be pois
t if it be poison yo,u,n, ha@e now confected?
w drops of it on som,e,o, animal.'' e No-no; 
f it on somo animal.,”,',' e No-no; it is tho
t on somo animal.'' ,“,e, No-no; it is tho tr
 somo animal.'' e No,—,-,no; it is tho true e
'' e No-no; it is th,e,o," true elixir,'' repl"
" is tho true elixir,",”,',' replied Darey. @No
"lixir,'' replied Dar",c,e,y. @Not a drop must 
asted. You will witn,e,c,ss its effect anon. 
"Like the snake, I sh",a,n,"ll cast my slough, a"
han I was at twenty.,”,',"' @MIenantime, I bes"
"' @MIenantime, I bes",e,c,ech yon to render me
"antime, I bescech yo",u,n, to render me somo a
yon to render me som,e,o," assistance,'' groan"
" me somo assistance,",”,',"' groaned Auriol, @o"
I shall expire befor,e,o, your eyes.'' @Be no
re beforo your eyes.,”,',"' @Be not afraid,'' "
"s.'' @Be not afraid,",”,',' replicd Darey; `yo
" not afraid,'' repli",e,c,d Darey; `yon shall 
"fraid,'' replicd Dar",c,e,y; `yon shall take n
"d,'' replicd Darey; ",“,`,yon shall take no ha
' replicd Darey; `yo,u,n, shall take no harm.
r for @o@r speedy an,d,l, perfect reeo@ery.''
peedy anl perfect re,c,e,"o@ery.'' @Drink, the"
nl perfect reeo@ery.,”,',"' @Drink, then, to i"
" @Drink, then, to it",!”,'', eried Anriol. 4 I k
"rink, then, to it'' ",c,e,ried Anriol. 4 I kno
"hen, to it'' eried A",u,n,riol. 4 I know not w
 it'' eried Anriol. ,“,4, I know not what sta
" what stays my hand,",”,',"' said the old man, "
 raising the phial; ,“,`,' but now that immor
rtality is in my rea,c,e,"h, I dare not grasp "
 I dare not grasp it,.”,'', t Give mo the potio
dare not grasp it'' ,“,t," Give mo the potion,"
 grasp it'' t Give m,e,o," the potion, then,''"
"mo the potion, then,",”,',' eried Auriol. e No
"the potion, then,'' ",c,e,ried Auriol. e Not f
"en,'' eried Auriol. ",“,e," Not for worl@s,'' r"
"l. e Not for worl@s,",”,',"' rejoined Dar@e, hu"
"l@s,'' rejoined Dar@",y,e,", hugging the phial "
 will be young again,—,-,rich-happy. I will g
 be young again-rich,—,-,happy. I will go for
forth into the world,—,-,I will bask in the s
the smiles of beauty,—,-,"I will feast, re@el,"
"l feast, re@el, sing",—,-,life shall be one pe
 be one perpet@al ro,u,n,nd of onjoyment. Now
 perpet@al ronnd of ,e,o,njoyment. Now for th
t. Now for the trial,—,-,"hal'' and, as he rai"
Now for the trial-ha,!”,l',"' and, as he raised "
a sudden pang shot a,c,e,ross his henrt. e WV
g shot aeross his he,a,n,rt. e WVhat is this 
t aeross his henrt. ,“,e, WVhat is this 2'' h
rt. e WVhat is this ,?”,2',"' he cried, staggeri"
" cried, staggering. ",“,2, Can death assail me
 upon perpetual life,?,7," IIelp me, good gran"
pon perpetual life7 ,H,I,"Ielp me, good grands"
"lp me, good grandson",!,l, Place the phial to 
phial to my lips. @o,u,n,r its contents domn 
@onr its contents do,w,m,n my throat-quickI @
tents domn my throat,—,-,quickI @uick :'' @I 
domn my throat-quick,!,I, @uick :'' @I am too
throat-quickI @uick ,!”,:',' @I am too weak to 
"am too weak to stir,",”,',' groaned Auriol. e 
",'' groaned Auriol. ",“,e, You la@a delayed it
oaned Auriol. e You ,h,l,a@a delayed it too l
ed Auriol. e You la@,e,a, delayed it too long
delayed it too long.,”,',"' e Oh, HIea@ensl we"
ayed it too long.'' ,“,e," Oh, HIea@ensl we sh"
"t too long.'' e Oh, ",h,H,Iea@ensl we shall bo
"ng.'' e Oh, HIea@ens",!,l, we shall both peris
"e shall both perish,",”,',"' slricked Dar@e, va"
"all both perish,'' s",h,l,"ricked Dar@e, vainly"
" both perish,'' slri",e,c,"ked Dar@e, vainly en"
"ish,'' slricked Dar@",y,e,", vainly endea@ourin"
dea@ouring to raise ,h,l,"is palsied arm,-``pe"
"ise lis palsied arm,",—“,-`,`perish with the bli
issful shore in view,.”,",'",' And he sank backwa
"nk backwards, and wo",u,n,ld hare fallen to th
"kwards, and wonld ha",v,r,e fallen to th@ grou
f he had not caught ,a,u,t the terrestrial sp
or support. @Help me,—,-,help mel'' he scream
rt. @Help me-help me,!”,l',"' he screamed, fixin"
"eamed, fixing a glan",c,e,e of unatterable ang
ixing a glanee of un,u,a,tterable anguish on 
sh on his relative. ,“,o, 2 20 AURIOL. e It i
"It is worth, the str",u,a,"ggle,'' cried Auriol"
"worth, the straggle,",”,',"' cried Auriol. And,"
 the old man. @Saved,—,-,saved 1'' shrieked D
d man. @Saved-saved ,!”,1',' shrieked Darcy. @P
 shrieked Darcy. @Po,u,n,r it down my throat.
nd all will be well@,”,",", e Think you I have 
" all will be well@, ",“,e, Think you I have do
e done this for you ,?”,7',"' cried Auriol, snat"
atching the potion; ,“,`,"` no-no.'' And, supp"
ng the potion; `` no,—,-,"no.'' And, supportin"
he potion; `` no-no.,”,',"' And, supporting hi"
ed its contents. ITh,e,o, old man seemed para
 last drop. He then ,u,n,ttered a piercing cr
vily backwards. Dead,—,-,deadl FIlashes of li
backwards. Dead-dead,!,l, FIlashes of light p
ight passed before A,u,n,"riol's eyes, and str"
passed before Anriol,’,',"s eyes, and strange "
urnace breathed fort,h,l, flames and mephitic
illed with molten le,a,n,d; the pipe of the b
t-head ran blood; th,e,o, sphere of the earth
" along the floor, an",d,l, rebounded from the 
ed; so did the death,’,',s-head on the table;
sh belched forth fir,e,o, and smoke; the bald
"n recovrering, all w",a,n,s @till. The lights 
"ght, astreaming thro",u,n,"gh tho window, fell "
streaming throngh th,e,o," window, fell upon t"
rigid features of th,e,a, unfortunato alchemi
es of tha unfortunat,e,o," alchemist, and on t"
he open volume besid,e,o, him. Eager to test 
t of his body. On th,e,o," eontrary, he seemed"
of his body. On tho ,c,e,"ontrary, he seemed e"
pand his joy in acti,v,r,e motion. Striding o
"ed relative, he thre",w,n, open the window. As
rom surrounding chur,c,e,"hes, announcing the "
iol gazed at the pop,u,n,lous and picturesgue
