OCR Text,Ground Truth
"Think you I would resign her I love better than life to you?” “Tt is because she loves you that I have chosen her,” Tejoined Rougemont, with a bitter laugh.","Think you I would resign her I love better than life to you?” “It is because she loves you that I have chosen her,” rejoined Rougemont, with a bitter laugh."
"“ If you're taken, you'll share Auriol’s fate.” “Oh, Lord!","“If you’re taken, you’ll share Auriol’s fate.” “O Lord!"
"“ Now, ve generally escapes by payin’ the fine, ’cos our pals goes and steals more dogs to raise the money.","“Now, ve generally escapes by payin’ the fine, ‘cos our pals goes and steals more dogs to raise the money."
"So you «es better, your keeper tells me—much better.” “ Are you indeed living?” cried Auriol, rushing wildly towards him, and attempting to take his hand.","So you are better, your keeper tells me—much better.” “Are you indeed living?” cried Auriol, rushing wildly towards him, and attempting to take his hand."
"Don’t you perceive it, Mr.","Don’t you perceive it, Mr."
"“Read what is written on that paper,” he cried, imporiously,","“Read what is written on that paper,” he cried imperiously."
"Auriol offered no opposition, and passing through an arched doorway, and ascending a short, spiral, stone staircase, they presently arrived at a roofless chamber, which it was evident, from the implements and rubbish lying about, was about to be razed to the ground.","Auriol offered no opposition, and passing through an arched doorway, and ascending a short, spiral, stone staircase, they presently arrived at a roofless chamber, which it was evident, from the implements and rubbish lying about, was about to be razed to the ground."
"“T have not touched yon, sir,” replied Baldred.","“I have not touched you, sir,” replied Baldred."
"A short silken moustache covered the upper lip, which was short and proud, and a pointed beard terminated the chin.","A short silken moustache covered the upper lip, which was short and proud, and a pointed beard terminated the chin."
I will have none of it.,I will have none of it.
"The anguish occasioned by the imaginary wound roused him from his slumber, and looking up, he perceived that a servant was in attendance.","The anguish occasioned by the imaginary wound roused him from his slumber, and looking up, he perceived that a servant was in attendance."
"Ginger—that’s my name, miss.","Ginger—that’s my name, miss."
"He had hitherto looked with an unfavourable eye upon Auriol’s attentions to his daughter, from a notion that the connexion would be very undesirable in a pecuniary point of view; but the magnificence of the house in Saint James’s-square, which fully bore out Auriol’s account of his newly-acquired wealth, wrought a complete change in his opinions, and he soon gave the young man to understand that he should be delighted to have him for a sonin-law.","He had hitherto looked with an unfavourable eye upon Auriol’s attentions to his daughter, from a notion that the connection would be very undesirable in a pecuniary point of view; but the magnificence of the house in Saint James’s Square, which fully bore out Auriol’s account of his newly-acquired wealth, wrought a complete change in his opinions, and he soon gave the young man to understand that he should be delighted to have him for a son-in-law."
"“Well, in due season came the Restoration,” pursued Morse ; “ and my master made known to King Charles the Second the treasure he had kept concealed for him.","“Well, in due season came the Restoration,” pursued Morse; “and my master made known to King Charles the Second the treasure he had kept concealed for him."
"Vell, the moment I spies it, I unties my apron, whips up the dog, and covers it up in a trice.","Vell, the moment I spies it, I unties my apron, whips up the dog, and covers it up in a trice."
"“ Precisely,” observed the other.","“Precisely,” observed the other."
"Though almost deprived of consciousness by terror, the poor girl could distinguish, from the movements of her captor, that she was borne down a flight of steps, or some steep descent, and then for a considerable distance along level ground.","Though almost deprived of consciousness by terror, the poor girl could distinguish, from the movements of her captor, that she was borne down a flight of steps, or some steep descent, and then for a considerable distance along level ground."
"“To hisself, I s'pose,” answered the Tinker; “ for, as I told you afore, I could see no one vith him.” “Do you think he’s one of our perfession ?” inquired the Sandman.","“To hisself, I s’pose,” answered the Tinker; “for, as I told you afore, I could see no one vith him.” “Do you think he’s one of our perfession?” inquired the Sandman."
"Methought Satan appeared to me in a dream last night, and bade me come hither, and I should find what I sought.","Methought Satan appeared to me in a dream last night, and bade me come hither, and I should find what I sought."
"I will go forth into the world—I will bask in the smiles of beauty—I will feast, revel, sing—life shall be one perpetual round of enjoyment.","I will go forth into the world—I will bask in the smiles of beauty—I will feast, revel, sing—life shall be one perpetual round of enjoyment."
"But I must airn a livelihood, and Fairy is the most wallerable part 0° my stock.","But I must airn a livelihood, and Fairy is the most wallerable part o’ my stock."
