Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
76,"For the last few days a wonderful alteration had taken place in Auriol’s manner, and he seemed to have shaken off altogether the cloud that had hitherto sat upon his spirits.","For the last few days a wonderful alteration had taken place in Auriol’s manner, and he seemed to have shaken off altogether the cloud that had hitherto sat upon his spirits.","For the last few days a wonderful alteration had taken place in Auriol’s manner, and he seemed to have shaken off altogether the cloud that had hitherto sat upon his spirits.","For the last few days a wonderful alteration had taken place in Auriol’s manner, and he seemed to have shaken off altogether the cloud that had hitherto sat upon his spirits.",0.0,0.0,
77,"You will not have such another chance.” “Tempter !” cried Auriol, hastily attaching his signature to the paper.","You will not have such another chance.” “Tempter!” cried Auriol, hastily attaching his signature to the paper.","You will not have such another chance.” “Tempter !” cried Auriol, hastily attaching his signature to the paper.","You will not have such another chance.” “Tempter!” cried Auriol, hastily attaching his signature to the paper.",0.00909090909090909,0.0,100.0
78,"“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.","“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.","“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.","“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.",0.0,0.0,
79,"‘ Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.","“Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.","‘ Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.","“Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.",0.012578616352201259,0.0,100.0
80,"“ Since you have become so reasonable, you shall again go forth into the world,” said Rougemont; “ but the first essay must be made at night, for fear of attracting observation.","“Since you have become so reasonable, you shall again go forth into the world,” said Rougemont; “but the first essay must be made at night, for fear of attracting observation.","“ Since you have become so reasonable, you shall again go forth into the world,” said Rougemont; “ but the first essay must be made at night, for fear of attracting observation.","“Since you have become so reasonable, you shall again go forth into the world,” said Rougemont; “but the first essay must be made at night, for fear of attracting observation.",0.011428571428571429,0.0,100.0
81,"Just at this moment, and while Ginger retreated from Auriol, the door behind him was noiselessly opened—a hand was thrust through the chink—and the paper was snatched from his grasp.","Just as this moment, and while Ginger retreated from Auriol, the door behind him was noiselessly opened—a hand was thrust through the chink—and the paper was snatched from his grasp.","Just at this moment, and while Ginger retreated from Auriol, the door behind him was noiselessly opened—a hand was thrust through the chink—and the paper was snatched from his grasp.","Just at this moment, and while Ginger retreated from Auriol, the door behind him was noiselessly opened—a hand was thrust through the chink—and the paper was snatched from his grasp.",0.005494505494505495,0.005494505494505495,0.0
82,"“ Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire, dismissed my attendant with brief injunctions relative to you. I then set to work.","“Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire, dismissed my attendant with brief injunctions relative to you. I then set to work.","“ Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire, dismissed my attendant with brief injunctions relative to you. I then set to work.","“Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire, dismissed my attendant with brief injunctions relative to you. I then set to work.",0.0056179775280898875,0.0,100.0
83,"“Ts this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.","“Is this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.","“Ts this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.","“Is this yours, sir?” replied the little man, pointing to an advertisement in the newspaper.",0.010869565217391304,0.0,100.0
84,Pour its contents down my throat—quick !,Pour its contents down my throat—quick!,Pour its contents down my throat—quick !,Pour its contents down my throat—quick!,0.02564102564102564,0.0,100.0
85,"Deliver up Auriol and this gentleman at once, or——” And he levelled the pistols at him.","Deliver up Auriol and this gentleman at once, or——” And he levelled the pistols at him.","Deliver up Auriol and this gentleman at once, or——” And he levelled the pistols at him.","Deliver up Auriol and this gentleman at once, or——” And he levelled the pistols at him.",0.0,0.0,
86,"Talbot, announcing the sudden and extraordinary change in his fortune, and formally demanding the hand of Edith.","Talbot, announcing the sudden and extraordinary change in his fortune, and formally demanding the hand of Edith.","Talbot, announcing the sudden and extraordinary change in his fortune, and formally demanding the hand of Edith.","Talbot, announcing the sudden and extraordinary change in his fortune, and formally demanding the hand of Edith.",0.0,0.0,
87,"Within it, in the garb he wore in life, with his white beard streaming to his waist, lay the uncoffined body of his ancestor, Cyprian de Rougemont.","Within it, in the garb he wore in life, with his white beard streaming to his waist, lay the uncoffined body of his ancestor, Cyprian de Rougemont.","Within it, in the garb he wore in life, with his white beard streaming to his waist, lay the unconfined body of his ancestor, Cyprian de Rougemont.","Within it, in the garb he wore in life, with his white beard streaming to his waist, lay the unconfined body of his ancestor, Cyprian de Rougemont.",0.006802721088435374,0.006802721088435374,0.0
88,"A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity,","A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity.","A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity,","A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity.",0.006329113924050633,0.0,100.0
89,"“There he will be immured, unless you sign,” cried the voice; ‘and, as he is immortal, he will endure an eternity of torture.”” “T cannot save him so, but I may precede him,” cried Ebba.","“There he will be immured, unless you sign,” cried the voice; “and, as he is immortal, he will endure an eternity of torture.” “I cannot save him so, but I may precede him,” cried Ebba.","“There he will be immured, unless you sign,” cried the voice; ‘and, as he is immortal, he will endure an eternity of torture.”” “T cannot save him so, but I may precede him,” cried Ebba.","“There he will be immured, unless you sign,” cried the voice; “and, as he is immortal, he will endure an eternity of torture.” “I cannot save him so, but I may precede him,” cried Ebba.",0.016216216216216217,0.0,100.0
