OCR Text,Ground Truth
"Anriol offered no opposition, and passing through an arched doorway, and ascending a short, spiral, stone staircase, they presently arried ata roofless chamber, which it was eident, from the implements and rubbish lying about, was about to be razed to the ground.","Auriol offered no opposition, and passing through an arched doorway, and ascending a short, spiral, stone staircase, they presently arrived at a roofless chamber, which it was evident, from the implements and rubbish lying about, was about to be razed to the ground."
"Rougemont had quitted the honse some moments age, telling them that their master wss perfeetly satisfied with the arrangeents he hsd made for him.","Rougemont had quitted the house some moments ago, telling them that their master was perfectly satisfied with the arrangements he had made for him."
"Tua fireplace was oceupied by thoe furnace, on which, as has been stated, was placed an alembic, communicating by means of a long serpentine pipe with a receier.","The fireplace was occupied by the furnace, on which, as has been stated, was placed an alembic, communicating by means of a long serpentine pipe with a receiver."
"Bat I will not tronble you further now.'' And, wrapping his cloak more closely round him, he disappeared.","“But I will not trouble you further now.” And, wrapping his cloak more closely round him, he disappeared."
`'I csll upon Heaven for protectionl,“I call upon Heaven for protection!
"His garb was not thnat of modern times, but consisted of a doublet and hose of rich material, wrought in the fashion of Elizabeth's days.","His garb was not that of modern times, but consisted of a doublet and hose of rich material, wrought in the fashion of Elizabeth’s days."
"Who are you that put the question 7'' A friend,'' replied Reeks.","“Who are you that put the question?” “A friend,” replied Reeks."
"Beforo Ginger could turn round, the door was closed again.","Before Ginger could turn round, the door was closed again."
"She is in the power of tle Fiend,'' replied Auriol.","“She is in the power of the Fiend,” replied Auriol."
"ITell me what you mean-in pity, tell me'' Befro Auriol could reply, Mr.","“Tell me what you mean—in pity, tell me?” Before Auriol could reply, Mr."
"I don't know vether you're a deceirin' of us or yourself, my wenerable; bnt on thing's quito clear -you can't havo lived all that time.","“I don’t know vether you’re a deceivin’ of us or yourself, my wenerable; but von thing’s quite clear—you can’t have lived all that time."
"Plodwell, obseres to his clients-what may bo yonr objeet 7' You want an assistant, don't you, sir 1'' rejoined tha little man, hubly.","Plodwell, observes to his clients—what may be your object?” “You want an assistant, don’t you, sir?” rejoined the little man humbly."
"eWonld I oould yield up my life, likewise "" And he hurried away, utterly uneonscious wvhither he] want.","“Would I could yield up my life, likewise!” And he hurried away, utterly unconscious whither he went."
"""I can only spesk to tho living.' eThen she's dead1'' eriod Ginger, with a look of horror.","“I can only speak to the living.” “Then she’s dead!” cried Ginger, with a look of horror."
"As the carriage turned the corner of King-street, Anriol, who had jst arisen, beheld, by the light of a lamp, Rougemont's face at the window of the carriage, charged with an expression of the most fiendish trinumph.","As the carriage turned the corner of King Street, Auriol, who had just arisen, beheld, by the light of a lamp, Rougemont’s face at the window of the carriage, charged with an expression of the most fiendish triumph."
"His impish garb being thus moro fully displayed, he looked so nnearthly and extraordinary that tho dogs began to howl fearfully, nnd Ginger had enogh to do to quiet them.","His impish garb being thus more fully displayed, he looked so unearthly and extraordinary that the dogs began to howl fearfully, and Ginger had enough to do to quiet them."
"Ay, marry laro I,'' replied the dwarl, with a wild grin, nd displaying na wolfish set of teeth.","“Ay, marry have I,” replied the dwarf, with a wild grin, and displaying a wolfish set of teeth."
"That botle, I have learnt from yon olume, contains an infernal potion, which, without destrying life, shatters the brain, and creates maddening fancies.","That bottle, I have learnt from yon volume, contains an infernal potion, which, without destroying life, shatters the brain, and creates maddening fancies."
"When you are perfectly restored, we will talk the matter orer,.'' And, as he ssid this, he began to blow thoe flre anew, and watched with great apparent interest the changing ]colours of the liquid in the cucurbite placed on the furnace.","When you are perfectly restored, we will talk the matter over.” And, as he said this, he began to blow the fire anew, and watched with great apparent interest the changing colours of the liquid in the cucurbite placed on the furnace."
"Tha only decoration remaiuing on its walls was the portrait of a venerable personage in the cap nnd gown of Henry the Eighth's time, painted agninst a panel-a circumstance wlich hnd probably saved it from destruction-and beneatl it, fixed in another panel, a plate of brss, covered with mystical characters and symbols, and inseribel with the name prianus e IReugement, 5fra.","The only decoration remaining on its walls was the portrait of a venerable personage in the cap and gown of Henry the Eighth’s time, painted against a panel—a circumstance which had probably saved it from destruction—and beneath it, fixed in another panel, a plate of brass, covered with mystical characters and symbols, and inscribed with the name “Cyprianus de Rougemont, Fra."
"=:z::, Because I wiil not sncrifice the girl,'' replied Auriol.","With the means of renewal in your hands, why hesitate?” “Because I will not sacrifice the girl,” replied Auriol."
"I would havo givren my life, my soul, to preserve her, had it been pessible1'' ried Auriol.","“I would have given my life, my soul, to preserve her, had it been possible!” cried Auriol."
"Upon a table in the middlo of the room was laid a large open volume, bound in black vellum.","Upon a table in the middle of the room was laid a large open volume, bound in black vellum."
"Thcir ilarity, however, was snddenly cheeked by an inquiry from te dwarf, in a shrill, odd tone, Whether they hmad sent for him only to laugh at him ?'' Sartaiuly not, deputy,'' replied the Tinker.","Their hilarity, however, was suddenly checked by an inquiry from the dwarf, in a shrill, odd tone, “Whether they had sent for him only to laugh at him?” “Sartainly not, deputy,” replied the Tinker."
"TIt is too late l'' criel the latter, in a trinmphant tone.","“It is too late!” cried the latter, in a triumphant tone."
"I shall drop in a minute.'' Come along, I say,'' screamed the dwnrf.","I shall drop in a minute.” “Come along, I say,” screamed the dwarf."
"I have nuffin' more to do vith it.' In course the dog is deliered up to us.'' IThe law seems made for dog-fanciers,'' remarked tha Tinkor.","I have nuffin’ more to do vith it.’ In course the dog is delivered up to us.” “The law seems made for dog-fanciers,” remarked the Tinker."
