Contexte gauche,Chaîne,Transcription,Contexte droit
neath his gown. “@Yo,u,n,"r caution is vain, d"
 “@Your caution is v,a,n,"in, doctor,”@ said A"
"ion is vain, doctor,",”,',@ said Auriol. “I ha
"is vain, doctor,”@ s",a,n,id Auriol. “I have h
ol. “I have heard wh,a,n,t you have uttered. 
e heard what you hav,e,o, uttered. You fancy 
ave uttered. You fan,c,e,y you have discovere
ered. You fancy you ,h,l,ave discovered the e
have discovered the ,e,o,lixir vitæ .”@ “@Fan
ed the elixir vitæ .,”,',@ “@Fancy I have dis
the elixir vitæ .”@ ,“,e,@Fancy I have discov
“@Fancy I have disco,v,r,ered it!” cried Doct
ave discovered it!” ,c,e,ried Doctor Lamb. “T
overed it!” cried Do,c,e,tor Lamb. “The matte
 the possessor of th,e,c," wondrous secret, wh"
sessor of the wondro,u,n,"s secret, which the "
which the greatest p,h,l,ilosophers of all ag
 of all ages have so,u,n,ght to discover—@the
e sought to discover,—,-,@the miraculous pres
e miraculous preserv,a,u,tive of the body aga
s preservative of th,e,o, body against decay.
eservative of the bo,d,l,y against decay.”@ “
 the body against de,c,e,ay.”@ “The man who b
 body against decay.,”,',@ “The man who broug
me hither told me yo,u,n," were my kinsman,”@ "
ld me you were my ki,n,u,"sman,”@ said Auriol."
"you were my kinsman,",”,',@ said Auriol. “Is i
"Is it so@?”@ “It is,",”,',@ replied the doctor
"replied the doctor, ",“,',@@and you shall now 
now learn the connec,t,x,ion that subsists be
" that ghastly relic,",”,',"@ he added, pointing"
truding from the bag,:,",", “@that was once my 
uding from the bag: ,“,"""",@that was once my so
 bag: “@that was onc,e,o, my son @Simon. His 
 son @Simon. His son,’,',s head is within the
@Simon. His son’s he,a,n,d is within the sack
d is within the sack,—,-,your father’s head—s
s within the sack—yo,u,n,r father’s head—so t
thin the sack—your f,a,u,ther’s head—so that 
the sack—your father,’,',s head—so that four 
k—your father’s head,—,-,so that four generat
ad—so that four gene,r,m,ations are brought t
re brought together.,”,',@ “Gracious Heaven!”
n!” exclaimed the yo,u,n,"ng man, raising@@@@@"
 himself on his elbo,w,n,". “You, then, are my"
lf on his elbow. “Yo,u,n,", then, are my great"
reat-grandsire. My f,a,u,ther supposed you ha
 to avoid the stake.,”,',@ “@It is true that 
 avoid the stake.”@ ,“,e,@It is true that I f
"e I bear at present,",”,',@ replied the old ma
”@ replied the old m,a,n,"n, “@but I need scar"
"eplied the old man, ",“,`,@but I need scarcely
"ied the old man, “@b",u,n,t I need scarcely sa
carcely sa@y that th,e,o, charge brought agai
 was false. I have d,e,o,voted myself to abst
o abstrusest science,",",;, have held commune w
held commune with th,e,o," stars, and have wre"
mmune with the stars,",",;, and have wrested th
d the most hidden se,c,e,rets from Nature—but
 secrets from Nature,—,-,but that is all. Two
have stained my soul,;,","," but both, I trust, "
iated by repentance.,”,',@ “Were they deeds o
"Auriol. “One was so,",”,',"@ replied Darcy, wit"
"as so,”@ replied Dar",c,e,"y, with a shudder. “"
"cy, with a shudder. ",“,',It was a cowardly an
as a cowardly and tr,e,c,"acherous deed, aggra"
the basest ingratitu,d,l,"e. Listen, and you s"
"ngratitude. Listen, ",a,n,nd you shall hear ho
"tude. Listen, and yo",u,n, shall hear how it c
 and you shall hear ,h,l,ow it ch@anced. A Ro
"abbi, named Ben Lucc",a,n,", skilled in hermeti"
"n Lucca, skilled in ",h,H,"ermetic science, cam"
lf as his disciple. ,F,R,"or months, I remaine"
s disciple. For mont,h,l,"s, I remained with h"
im in his laboratory,—,-,working at the furna
working at the furna,c,e,"e, and poring over m"
"ng at the furnace, a",n,u,d poring over mystic
 One night@ he showe,d,l," me that volume, and"
"hat volume, and, poi",n,u,ting to a page withi
cting the elixir of ,l,I,ife. I will now expl
I will now explain t,h,l,"em to you, and after"
w explain them to yo,u,n,", and afterwards we "
ed to the operation.,’,'," With this, he unfol"
 the operation.’ Wit,h,l," this, he unfolded t"
"ve, that the menstru",u,n,m was defective on o
"int. Wherefore, he s",a,u,"id, ‘there will @sti"
"Wherefore, he said, ",‘,`,there will @still be
 from some hidden ca,u,n,"se.’ Oh, with what g"
m some hidden cause.,’,'," Oh, with what greed"
"n cause.’ Oh, with w",h,l,at greediness I dran
I drank in his words,!,1, How @I gazed @@@@@@
@@@@@@@@at the mysti,c,o," characters, as he e"
isions floated befor,e,o, me of perpetual you
 before me of perpet,u,n,al youth and en@@joy
e me of perpetual yo,u,n,th and en@@joyment. 
me of perpetual yout,h,l, and en@@joyment. At
l youth and en@@joym,e,c,nt. At that moment a
"hispered in my ear, ",‘,-,@@This secret must b
hine own. No one els,e,o, must possess it.’” 
"ved than acted upon,",”,',@ pursued Darcy. “@I
" upon,”@ pursued Dar",c,e,y. “@Instantly drawi
"n,”@ pursued Darcy. ",“,`,@Instantly drawing m
nged it to the rabbi,’,',s heart. But mark wh
 it to the rabbi’s h,e,c,art. But mark what f
 the rabbi’s heart. ,B,D,ut mark what followe
i’s heart. But mark ,w,v,hat followed. H@is b
mark what followed. ,H,I,@is blood fell upon 
"he book, and obliter",a,n,ted the characters; 
", and obliterated th",e,o, characters; nor cou
ition of the elixir.,”,',@ “When did you rega
@?”@ asked Auriol@ c,u,n,"riously. “To-night,”"
"uriously. “To-night,",”,',@ replied Darcy—“@@w
e been making fruitl,e,c,ss experiments. A fi
ght. I have proceede,d,l," by calcitration, so"
"lution, putrefaction",—,-,have produced the oi
whi@ch will fix crud,e,o," me@rcu@ry, and conv"
@ch will fix crude m,e,u,"@rcu@ry, and convert"
nd luna; but I have ,e,o,ver failed in fermen
 fermenting the ston,e,o, into the true elixi
e stone into the tru,e,o," elixir. To-night, i"
o the true elixir. T,o,1,"-night, it came into"
", it came into my he",a,n,d to wash the blood-
lood-stained page co,n,u,taining the secret w
quid. I did so; and ,d,l,oubting the efficacy
 so; and doubting th,e,c, efficacy of the exp
"eft it to work, whil",e,o, I went forth to bre
ndow. My eyes were c,a,n,"st upwards, and I wa"
y eyes were cast upw,a,n,"rds, and I was struc"
"ast upwards, and I w",a,s,s struck with the ma
cile this with the g,o,e,od fortune which has
"allen me, I know not",—,-,but so it was. At th
"len me, I know not—b",u,n,t so it was. At this
tekeeper to bring yo,u,n," hither, I return@ed"
" you hither, I retur",n,m,@ed to my old labora
wards the mystic vol,u,a,"me, what was my surp"
 superstitious awe. ,“,I,The sight was so sur
ng@ that I dropped t,h,l,e sack I had brought
"had brought with me,",”,',@ pursued Darcy. “Fe
"th me,”@ pursued Dar",c,e,y. “Fearful of again
"secret, I nerved mys",e,o,"lf to the task, and "
 dismissed my attend,a,u,nt with brief injunc
I hold in my hand th,e,o, treasure I have so 
 have so long sought,—,-,so eagerly coveted. 
eagerly coveted. @Th,e,o, whole world’s wealt
e world’s wealth sho,u,n,ld not purchase it f
purchase it from me.,”,',@ Auriol gazed earne
ut he said nothing. ,“,t,@In a few moments I 
shall be as full of ,v,r,igour and activity a
full of vigour and a,c,e,"tivity as yourself,”"
"ctivity as yourself,",”,',@ continued Darcy. “
"elf,”@ continued Dar",c,e,y. “@We shall be no 
”@ continued Darcy. ,“,s,@We shall be no long
"endant, but friends@",—,-,"@companions—equals,—"
friends@—@companions,—,-,"equals,—equals in ag"
"—@companions—equals,",—,-,"equals in age, stren"
"ity, beauty, fortune",—,-,for youth is fortune
ne—for youth is fort,u,n,ne—ha! ha! Methinks 
for youth is fortune,—,-,ha! ha! Methinks I a
 youth is fortune—ha,!,l, ha! Methinks I am a
th is fortune—ha! ha,!,1, Methinks I am alrea
inks I am already yo,u,n,ng again@!”@ “You sp
 I am already young ,a,s,gain@!”@ “You spoke 
 young again@!”@ “Yo,u,n, spoke of two crimes
crimes with which yo,u,n,r c@onscience was bu
h which your c@onsci,e,c,"nce was burdened,”@ "
which your c@onscien,c,e,"e was burdened,”@ re"
"cience was burdened,",”,',@ remarked Auriol. “
 mentioned @but one.,”,',@ “The other was not
o foul as that I hav,e,o," described,”@ @repli"
"at I have described,",”,',"@ @replied Darcy, in"
"in an altered tone, ",“,`,@@inasmuch as it was
 “@@inasmuch as it w,a,s,"s unintentional, and"
sion@@@@@@@@ately wa,s,e," I enamoured of her,"
@@@ately was I enamo,u,n,"red of her, that I t"
 fed her upon the fl,e,o,"sh of capons, nouris"
shed with vipers; ca,u,n,sed her to steep her
s distilled from ros,e,c,s and violets; and h
s and violets; and h,a,n,d recourse to the mo
the most potent cosm,e,c,tics. At last I prep
 most potent cosmeti,c,e,s. At last I prepare
s. At last I prepare,d,l, a draught from pois
draught from poisons,—,-,"yes, poisons —the ef"
"oisons—yes, poisons ",—,-,"the effect of which,"
eholding the fair im,a,s,ge of my idolatry de
y idolatry destroyed,—,-,defaced by my hand. 
idolatry destroyed—d,e,o,faced by my hand. In
latry destroyed—defa,c,e,ed by my hand. In my
. In my frenzy I sho,u,n,ld have laid violent
 laid violent hands ,u,n,"pon myself, if I had"
 again rule my heart,—,-,beauty may again daz
ut I shall never mor,e,o, feel the passion I 
ed for my lost Amice,—,-,never more behold ch
ld charms equal to h,e,c,rs.” And he pressed 
u then committed sho,u,n,ld serve as a warnin
" serve as a warning,",”,',@ said Auriol. “@@Wh
"ing,”@ said Auriol. ",“,e,@@What if it be pois
t if it be poison yo,u,n, have now confected?
w drops of it on som,e,o, animal.”@ “@No—no; 
f it on some animal.,”,',@ “@No—no; it is the
t on some animal.”@ ,“,e,@No—no; it is the tr
 some animal.”@ “@No,—,-,no; it is the true e
”@ “@No—no; it is th,e,o," true elixir,”@ repl"
" is the true elixir,",”,',@ replied Darcy. “No
"lixir,”@ replied Dar",c,e,y. “Not a drop must 
asted. You will witn,e,c,ss its effect anon. 
"Like the snake, I sh",a,n,"ll cast my slough, a"
han I was at twenty.,”,',"@ “M@e@antime, I bes"
"@ “M@e@antime, I bes",e,c,ech you to render me
"antime, I beseech yo",u,n, to render me some a
you to render me som,e,o," assistance,”@ groan"
" me some assistance,",”,',"@ groaned Auriol, “o"
I shall expire befor,e,o, your eyes.”@ “Be no
re before your eyes.,”,',"@ “Be not afraid,”@ "
"s.”@ “Be not afraid,",”,',@ replied Darcy; “yo
" not afraid,”@ repli",e,c,d Darcy; “you shall 
"fraid,”@ replied Dar",c,e,y; “you shall take n
"d,”@ replied Darcy; ",“,`,you shall take no ha
@ replied Darcy; “yo,u,n, shall take no harm.
r for your speedy an,d,l, perfect recovery.”@
peedy and perfect re,c,e,"overy.”@ “Drink, the"
nd perfect recovery.,”,',"@ “Drink, then, to i"
"rink, then, to it!” ",c,e,ried Auriol. “@I kno
"hen, to it!” cried A",u,n,riol. “@I know not w
 it!” cried Auriol. ,“,4,@I know not what sta
" what stays my hand,",”,',"@ said the old man, "
 raising the phial; ,“,`,@@but now that immor
rtality is in my rea,c,e,"h, I dare not grasp "
dare not grasp it.” ,“,t,"@Give me the potion,"
 grasp it.” “@Give m,e,o," the potion, then,”@"
"me the potion, then,",”,',@ cried Auriol. “@No
"the potion, then,”@ ",c,e,ried Auriol. “@Not f
"en,”@ cried Auriol. ",“,e,"@Not for worlds,”@ r"
"l. “@Not for worlds,",”,',"@ rejoined Darcy, hu"
"lds,”@ rejoined Darc",y,e,", hugging the phial "
 will be young again,—,-,rich—happy. I will g
 be young again—rich,—,-,happy. I will go for
forth into the world,—,-,I will bask in the s
the smiles of beauty,—,-,"I will feast, revel,"
"l feast, revel, sing",—,-,life shall be one pe
 be one perpetual ro,u,n,nd of enjoyment. Now
 perpetual round of ,e,o,njoyment. Now for th
t. Now for the trial,—,-,"ha!”@ and, as he rai"
a sudden pang shot a,c,e,ross his heart. “@W@
g shot across his he,a,n,rt. “@W@hat is this@
t across his heart. ,“,e,@W@hat is this@?”@ h
" cried, staggering. ",“,2,@Can death assail me
 upon perpetual life,?,7," H@elp me, good gran"
pon perpetual life? ,H,I,"@elp me, good grands"
"lp me, good grandson",!,l, Place the phial to 
phial to my lips. Po,u,n,r its contents down 
Pour its contents do,w,m,n my throat—quick! q
tents down my throat,—,-,quick! quick@!”@ “I 
down my throat—quick,!,I, quick@!”@ “I am too
"am too weak to stir,",”,',@ groaned Auriol. “@
",”@ groaned Auriol. ",“,e,@You have delayed it
oaned Auriol. “@You ,h,l,ave delayed it too l
ed Auriol. “@You hav,e,a, delayed it too long
delayed it too long.,”,',"@ “@Oh, h@eavens! we"
ayed it too long.”@ ,“,e,"@Oh, h@eavens! we sh"
"t too long.”@ “@Oh, ",h,H,@eavens! we shall bo
"ng.”@ “@Oh, h@eavens",!,l, we shall both peris
"e shall both perish,",”,',"@ shrieked Darcy, va"
"all both perish,”@ s",h,l,"rieked Darcy, vainly"
" both perish,”@ shri",e,c,"ked Darcy, vainly en"
"ish,”@ shrieked Darc",y,e,", vainly endeavourin"
deavouring to raise ,h,l,"is palsied arm,—“@pe"
"nk backwards, and wo",u,n,ld have fallen to th
"kwards, and would ha",v,r,e fallen to the grou
f he had not caught ,a,u,t the terrestrial sp
or support. “Help me,—,-,help me!”@ he scream
"eamed, fixing a glan",c,e,e of unutterable ang
ixing a glance of un,u,a,tterable anguish on 
sh on his relative. ,“,o,@@@@@@@@@I@@@@@@@t i
@t is worth@ the str,u,a,"ggle,”@ cried Auriol"
"worth@ the struggle,",”,',"@ cried Auriol. And,"
 the old man. “Saved,—,-,saved@!”@ shrieked D
 shrieked Darcy. “Po,u,n,r it down my throat.
nd all will be well.,”,",", “@Think you I have 
 all will be well.” ,“,e,@Think you I have do
atching the potion; ,“,`,"@@no—no.”@ And, supp"
ng the potion; “@@no,—,-,"no.”@ And, supportin"
he potion; “@@no—no.,”,',"@ And, supporting hi"
ed its contents. @Th,e,o, old man seemed para
 last drop. He then ,u,n,ttered a piercing cr
vily backwards. Dead,—,-,dead! F@lashes of li
backwards. Dead—dead,!,l, F@lashes of light p
ight passed before A,u,n,"riol’s eyes, and str"
passed before Auriol,’,',"s eyes, and strange "
urnace breathed fort,h,l, flames and mephitic
illed with molten le,a,n,d; the pipe of the b
t-head ran blood; th,e,o, sphere of the earth
" along the floor, an",d,l, rebounded from the 
ed; so did the death,’,',s-head on the table;
sh belched forth fir,e,o, and smoke; the bald
"n recov@ering, all w",a,n,s still. The lights 
"ght, @streaming thro",u,n,"gh the window, fell "
streaming through th,e,o," window, fell upon t"
rigid features of th,e,a, unfortunate alchemi
es of the unfortunat,e,o," alchemist, and on t"
he open volume besid,e,o, him. Eager to test 
t of his body. On th,e,o," contrary, he seemed"
of his body. On the ,c,e,"ontrary, he seemed e"
pand his joy in acti,v,r,e motion. Striding o
"ed relative, he thre",w,n, open the window. As
rom surrounding chur,c,e,"hes, announcing the "
iol gazed at the pop,u,n,lous and picturesque
opulous and pictures,q,g,ue city stretched ou
“A hundred years hen,c,e,"@e,”@ he thought, “@"
"undred years henc@e,",”,',"@ he thought, “@@and"
"ars henc@e,”@ he tho",u,n,"ght, “@@and scarcely"
"nc@e,”@ he thought, ",“,`,@@and scarcely one s
n those houses will ,b,h,"e living, save mysel"
", and their children",’,',s children will be g
e on—shall live thro,u,n,gh all changes—all c
 through all changes,—,-,all customs—all time
 changes—all customs,—,-,all time. What revel
"ve to make, if I sho",u,n,ld dare to disclose 
@ As he ruminated th,u,n,"s, the skeleton hang"
s cheek. A dread ide,a,s, was suggested by th
"peril to be avoided,",”,',@ he thought;@@ ”ONE
",”@ he thought;@@ ”O",N,o,E@ PERIL!—what is it
E@ PERIL!—what is it,?,t, Pshaw! I will think
L!—what is it? Pshaw,!,1, I will think no mor
t is it? Pshaw! I wi,l,I,l think no more of i
 This place fevers m,e,a,".”@@ With this, he l"
his place fevers me.,”,',"@@ With this, he lef"
"ory, and hastily des",c,o,"ending@ the stairs, "
escending@ the stair,s,m,", at the foot of whi"
", at the foot of whi",c,s,h he found Flapdrago
ch he found Flapdrag,o,e,"n, passed out of the"
"lapdragon, passed ou",t,a, of the house. Chapt
"gon, passed out of t",h,f,e house. Chapter 1@ 
passed out of the ho,u,r,se. Chapter 1@ The R
The Ruined@@ House i,n,T, the Vauxhall Road L
 in the spring of 18,3,8,"0, two men issued @f"
"rom a low, obscurely", ,-,situated public-hous
" public-house, near ",M,I,"i@llbank, and shaped"
"near Mi@llbank, and ",s,a,haped their course a
"the river, they move",d,l, stealthily along th
d stealthily along t,h,o,e farther side of th
along the farther si,d,l,"e of the road, w@her"
"road, w@here th@e op",e,c,n ground offered the
e open ground offere,d,i, them an easy means 
round offered them a,n,u, easy means of fligh
ffered them an easy ,m,r,"eans of flight, in c"
ch a course should b,e,o, found expedient. So
ound expedient. So f,a,u,r as it could be dis
 So far as it could ,b,h,e discerned by the g
 as it could be disc,e,c,rned by the glimpses
"of the moon, which o",c,e,casionally shone for
hone forth from a ra,c,e,"k of heavy clouds, t"
 a rack of heavy clo,u,n,"ds, the appearance@ "
sonages was not m@uc,h,l, in their favour. H@
ch in their favour. ,H,I,"@aggard features, st"
r favour. H@aggard f,e,c,"atures, stamped deep"
of crime and @@debau,c,e,"hery; fierce, restle"
ards of several days,’,'," growth; wild, unkem"
"th; wild, unkempt he",a,s,"ds of hair, formed t"
" heads of hair, form",e,o,d their chief person
